timestamp,price,quantity,direction
9:15:00,10.09,5.0,2S
9:15:00,9.49,50.0,2S
9:15:00,9.56,10.0,2S
9:15:00,9.34,17.0,2S
9:15:00,9.13,10.0,2B
9:15:00,10.11,3.0,2S
9:15:00,9.69,3.0,2S
9:15:00,9.69,100.0,2S
9:15:00,10.12,50.0,2S
9:15:00,10.12,100.0,2S
9:15:00,9.49,17.0,2S
9:15:00,9.98,10.0,2S
9:15:00,9.0,2000.0,2B
9:15:00,10.12,23.74,2S
9:15:00,9.27,24.0,2S
9:15:00,9.32,24.0,2S
9:15:00,9.37,24.0,2S
9:15:00,9.66,136.0,2S
9:15:00,9.93,1.0,2S
9:15:00,9.45,68.0,2S
9:15:00,8.98,36.0,2B
9:15:00,9.47,11.0,2S
9:15:00,9.49,60.0,2S
9:15:00,9.55,100.0,2S
9:15:00,10.11,3.0,2S
9:15:00,9.35,9.0,2S
9:15:00,9.0,20.0,2B
9:15:00,9.28,7.0,2S
9:15:00,9.38,10.0,2S
9:15:00,9.49,10.0,2S
9:15:00,9.59,10.0,2S
9:15:00,9.69,10.0,2S
9:15:00,9.74,13.0,2S
9:15:00,10.0,30.0,2S
9:15:00,9.43,20.0,2S
9:15:00,9.4,50.0,2S
9:15:00,9.11,7.0,2B
9:15:00,9.24,10.0,2S
9:15:00,9.29,3.0,2S
9:15:00,9.5,10.0,2S
9:15:00,9.69,22.0,2S
9:15:00,9.25,2.0,2S
9:15:00,9.0,5.0,2B
9:15:00,9.0,50.0,2B
9:15:00,9.34,10.0,2S
9:15:00,9.13,12.0,2B
9:15:00,9.08,10.0,2B
9:15:00,9.12,10.0,2B
9:15:00,9.33,15.0,2S
9:15:00,9.4,50.0,2S
9:15:00,9.6,50.0,2S
9:15:00,9.97,6.0,2S
9:15:00,9.39,1.0,2S
9:15:00,9.49,3.0,2S
9:15:00,9.36,10.0,2S
9:15:00,9.67,22.0,2S
9:15:00,9.24,14.0,2S
9:15:00,9.32,14.0,2S
9:15:00,9.12,14.0,2B
9:15:00,9.99,21.0,2S
9:15:00,10.1,2.0,2S
9:15:00,9.58,3.0,2S
9:15:00,9.31,10.0,2S
9:15:00,9.4,93.0,2S
9:15:00,8.98,17.0,2B
9:15:00,9.44,13.0,2S
9:15:00,9.5,13.0,2S
9:15:00,9.56,13.0,2S
9:15:00,9.24,3.0,2S
9:15:00,9.27,3.0,2S
9:15:00,9.33,3.0,2S
9:15:00,9.37,3.0,2S
9:15:00,9.47,3.0,2S
9:15:00,9.62,13.0,2S
9:15:00,9.68,13.0,2S
9:15:00,9.74,13.0,2S
9:15:00,9.8,13.0,2S
9:15:00,9.86,13.0,2S
9:15:00,9.92,13.0,2S
9:15:00,9.98,13.0,2S
9:15:00,9.95,5.0,2S
9:15:00,9.49,36.0,2S
9:15:00,9.59,36.0,2S
9:15:00,8.7,5.0,2B
9:15:00,8.9,10.0,2B
9:15:00,8.71,10.0,2B
9:15:00,8.61,10.0,2B
9:15:00,8.8,10.0,2B
9:15:00,9.3,5.0,2S
9:15:00,9.6,5.0,2S
9:15:00,9.9,5.0,2S
9:15:00,9.3,2.0,2S
9:15:00,8.4,7.0,2B
9:15:00,9.23,1.0,2S
9:15:00,10.12,20.0,2S
9:15:00,9.36,1.0,2S
9:15:00,9.0,2.0,2B
9:15:00,9.98,8.0,2S
9:15:00,9.2,12.0,2B
9:15:00,8.7,60.0,2B
9:15:00,9.11,150.0,2B
9:15:00,9.4,1.0,2S
9:15:00,9.05,20.0,2B
9:15:00,9.39,5.0,2S
9:15:00,9.59,5.0,2S
9:15:00,9.84,5.0,2S
9:15:00,10.12,5.0,2S
9:15:00,9.29,20.0,2S
9:15:00,9.39,20.0,2S
9:15:00,9.35,20.0,2S
9:15:00,9.26,20.0,2S
9:15:00,9.24,22.0,2S
9:15:00,9.26,22.0,2S
9:15:00,9.29,11.0,2S
9:15:00,9.0,5.0,2B
9:15:00,9.35,5.0,2S
9:15:00,9.0,5.0,2B
9:15:00,9.35,5.0,2S
9:15:00,9.0,5.0,2B
9:15:00,9.35,5.0,2S
9:15:00,9.0,5.0,2B
9:15:00,8.5,1.0,2B
9:15:00,8.4,1.0,2B
9:15:00,8.3,1.0,2B
9:15:00,9.52,28.0,2S
9:15:00,8.66,30.0,2B
9:15:00,10.12,10.0,2S
9:15:00,9.31,10.0,2S
9:15:00,9.1,8574.0,2B
9:15:00,9.69,9591.0,2S
9:15:00,9.3,10.0,2S
9:15:00,9.4,10.0,2S
9:15:00,9.5,10.0,2S
